words,count,book
[],140,pmuni0528.html
பல,121,pmuni0528.html
சைவ,108,pmuni0528.html
என்று,102,pmuni0528.html
என்பது,101,pmuni0528.html
கோவில்,99,pmuni0528.html
என்னும்,84,pmuni0528.html
கோவில்கள்,79,pmuni0528.html
காலத்தில்,79,pmuni0528.html
முதலிய,57,pmuni0528.html
என்ற,57,pmuni0528.html
சிவன்,49,pmuni0528.html
பெரிய,46,pmuni0528.html
கோவில்களில்,46,pmuni0528.html
இவன்,46,pmuni0528.html
ஒரு,44,pmuni0528.html
மக்கள்,40,pmuni0528.html
தம்,39,pmuni0528.html
இருந்தன,38,pmuni0528.html
கோவிலில்,37,pmuni0528.html
என்பன,35,pmuni0528.html
சமயம்,34,pmuni0528.html
சமய,34,pmuni0528.html
முதல்,34,pmuni0528.html
நன்கு,34,pmuni0528.html
உள்ள,33,pmuni0528.html
இவர்,33,pmuni0528.html
பெயர்,32,pmuni0528.html
கி,32,pmuni0528.html
அவை,31,pmuni0528.html
நாயன்மார்,31,pmuni0528.html
வேண்டும்,30,pmuni0528.html
இது,30,pmuni0528.html
சம்பந்தர்,30,pmuni0528.html
சைவம்,28,pmuni0528.html
மூன்று,28,pmuni0528.html
பி,28,pmuni0528.html
மடங்கள்,28,pmuni0528.html
ஆம்,27,pmuni0528.html
போன்ற,27,pmuni0528.html
செ,27,pmuni0528.html
கொண்ட,26,pmuni0528.html
சோழர்,26,pmuni0528.html
இருந்த,26,pmuni0528.html
பற்றிய,25,pmuni0528.html
அப்பர்,25,pmuni0528.html
சுந்தரர்,25,pmuni0528.html
கொண்டு,24,pmuni0528.html
நூல்,24,pmuni0528.html
நிலை,24,pmuni0528.html
இவை,23,pmuni0528.html
இறைவன்,23,pmuni0528.html
சில,23,pmuni0528.html
இருந்தது,23,pmuni0528.html
பல்லவர்,22,pmuni0528.html
',22,pmuni0528.html
அவர்,22,pmuni0528.html
வழிபாடு,22,pmuni0528.html
அவன்,22,pmuni0528.html
பாடிய,22,pmuni0528.html
பாடியுள்ளார்,22,pmuni0528.html
தமிழகத்தில்,21,pmuni0528.html
சித்தாந்த,21,pmuni0528.html
